measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,74,Andorra,3,Both,22,All ages,294,All causes,1,Number,2021,633.0074765805632,775.4172850055869,495.7814643480887
1,Deaths,74,Andorra,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,74,Andorra,3,Both,22,All ages,294,All causes,3,Rate,2021,739.5523125784912,905.9318689835916,579.2290645172421
1,Deaths,43,Albania,3,Both,22,All ages,294,All causes,1,Number,2021,30092.888639510144,33512.52933474721,26525.319606913617
1,Deaths,43,Albania,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,43,Albania,3,Both,22,All ages,294,All causes,3,Rate,2021,1127.9777240225117,1256.1567956495487,994.2538251343864
1,Deaths,190,Uganda,3,Both,22,All ages,294,All causes,1,Number,2021,329170.66329506156,379435.8136493948,281389.99027561164
1,Deaths,190,Uganda,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,190,Uganda,3,Both,22,All ages,294,All causes,3,Rate,2021,759.9451934344909,875.9906484779648,649.635567307062
1,Deaths,123,Peru,3,Both,22,All ages,294,All causes,1,Number,2021,320620.7881731843,356837.90704411163,288316.43709134357
1,Deaths,123,Peru,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,123,Peru,3,Both,22,All ages,294,All causes,3,Rate,2021,883.9643788379257,983.8164288826222,794.8999865989645
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,1,Number,2021,394.3637332904476,441.8163413233366,318.914030715002
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,3,Rate,2021,813.2525340407785,911.1087780914164,657.66099092362
1,Deaths,187,Somalia,3,Both,22,All ages,294,All causes,1,Number,2021,237720.12161876255,286271.892211735,197314.86628892025
1,Deaths,187,Somalia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,187,Somalia,3,Both,22,All ages,294,All causes,3,Rate,2021,1100.2239764611452,1324.932855719153,913.2190633464688
1,Deaths,76,Belgium,3,Both,22,All ages,294,All causes,1,Number,2021,111169.9051961402,112440.93374270762,109871.21324124408
1,Deaths,76,Belgium,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,76,Belgium,3,Both,22,All ages,294,All causes,3,Rate,2021,969.2847881348306,980.3668218318056,957.96155857794
1,Deaths,206,Gambia,3,Both,22,All ages,294,All causes,1,Number,2021,17641.653692539177,20228.698305564172,15007.448868420934
1,Deaths,206,Gambia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,206,Gambia,3,Both,22,All ages,294,All causes,3,Rate,2021,736.8636152262056,844.9203246213845,626.8370993578573
1,Deaths,140,Bahrain,3,Both,22,All ages,294,All causes,1,Number,2021,6292.695390221146,6962.900189361742,5632.3249870608215
1,Deaths,140,Bahrain,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,140,Bahrain,3,Both,22,All ages,294,All causes,3,Rate,2021,411.39574218174903,455.2115291630612,368.2228956865597
1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,1,Number,2021,164946.18949924118,178455.3494119611,151205.3210100258
1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,3,Rate,2021,1463.6475564340988,1583.52088576506,1341.7181644997963
1,Deaths,380,Palau,3,Both,22,All ages,294,All causes,1,Number,2021,195.1126567586494,234.98683958713903,160.7398079439193
1,Deaths,380,Palau,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,380,Palau,3,Both,22,All ages,294,All causes,3,Rate,2021,1078.1583834483856,1298.496137102513,888.2200384519
1,Deaths,108,Belize,3,Both,22,All ages,294,All causes,1,Number,2021,2343.751468184049,2585.8159748079347,2105.747347327351
1,Deaths,108,Belize,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,108,Belize,3,Both,22,All ages,294,All causes,3,Rate,2021,546.2338940301204,602.649362928831,490.7647372122692
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,294,All causes,1,Number,2021,569286.5060461597,581087.3321108258,557299.0270603228
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,294,All causes,3,Rate,2021,666.9564102347526,680.7818505118433,652.9122938412584
1,Deaths,60,Lithuania,3,Both,22,All ages,294,All causes,1,Number,2021,47244.604494085754,48185.39257958449,46275.461065359734
1,Deaths,60,Lithuania,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,60,Lithuania,3,Both,22,All ages,294,All causes,3,Rate,2021,1731.6496322404655,1766.1322014082114,1696.1277587924244
1,Deaths,44,Bosnia and Herzegovina,3,Both,22,All ages,294,All causes,1,Number,2021,46401.74289137397,52715.97159771423,40101.58275081085
1,Deaths,44,Bosnia and Herzegovina,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,44,Bosnia and Herzegovina,3,Both,22,All ages,294,All causes,3,Rate,2021,1404.894272753986,1596.0686380609704,1214.1458579879657
1,Deaths,141,Egypt,3,Both,22,All ages,294,All causes,1,Number,2021,711522.5773973861,826023.7087506498,616554.4599059573
1,Deaths,141,Egypt,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,141,Egypt,3,Both,22,All ages,294,All causes,3,Rate,2021,673.6152488459422,782.0161774177336,583.7066863792156
1,Deaths,207,Ghana,3,Both,22,All ages,294,All causes,1,Number,2021,249788.85937391463,288522.84587217274,214272.9610813739
1,Deaths,207,Ghana,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,207,Ghana,3,Both,22,All ages,294,All causes,3,Rate,2021,729.3970123622206,842.5023530068012,625.6886637558412
1,Deaths,75,Austria,3,Both,22,All ages,294,All causes,1,Number,2021,88943.55030503763,90095.4889999081,87816.4959711555
1,Deaths,75,Austria,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,75,Austria,3,Both,22,All ages,294,All causes,3,Rate,2021,990.2078114945388,1003.032335477578,977.6603248970129
1,Deaths,385,Puerto Rico,3,Both,22,All ages,294,All causes,1,Number,2021,34112.412024552,38957.4568877682,29299.515717476213
1,Deaths,385,Puerto Rico,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,385,Puerto Rico,3,Both,22,All ages,294,All causes,3,Rate,2021,1035.483747824378,1182.555294970603,889.3880714953627
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,1,Number,2021,2198968.9545826735,2654588.191781824,1797914.9619599322
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,3,Rate,2021,788.4034211881985,951.7580536482734,644.6122415965051
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,1,Number,2021,129163.07501021546,156951.36914754033,102660.33310124963
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,3,Rate,2021,757.8179330581056,920.8557643012276,602.3226176033097
1,Deaths,173,Gabon,3,Both,22,All ages,294,All causes,1,Number,2021,15528.94016237653,18603.34745547183,12898.338004186906
1,Deaths,173,Gabon,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,173,Gabon,3,Both,22,All ages,294,All causes,3,Rate,2021,855.0781052886231,1024.365792379764,710.2278910645566
1,Deaths,27,Samoa,3,Both,22,All ages,294,All causes,1,Number,2021,1350.0033256373497,1582.5500898114756,1160.2196672516284
1,Deaths,27,Samoa,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,27,Samoa,3,Both,22,All ages,294,All causes,3,Rate,2021,631.9061229184556,740.7560208082481,543.0726708177485
1,Deaths,208,Guinea,3,Both,22,All ages,294,All causes,1,Number,2021,126756.8692389363,151982.7009833512,108197.35160264574
1,Deaths,208,Guinea,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,208,Guinea,3,Both,22,All ages,294,All causes,3,Rate,2021,943.8512360294692,1131.6866773336938,805.6541997165632
1,Deaths,92,Spain,3,Both,22,All ages,294,All causes,1,Number,2021,445506.4678097881,448734.5824997882,442112.1308409644
1,Deaths,191,Zambia,3,Both,22,All ages,294,All causes,1,Number,2021,174764.70373276173,205238.0285252131,145411.44471109245
1,Deaths,191,Zambia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,191,Zambia,3,Both,22,All ages,294,All causes,3,Rate,2021,895.527945003962,1051.6791205328138,745.1162018464863
1,Deaths,92,Spain,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,92,Spain,3,Both,22,All ages,294,All causes,3,Rate,2021,978.0747281414332,985.1618023501492,970.6227258746098
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,1,Number,2021,51028.11559624297,62015.657301806146,40846.07435900516
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,3,Rate,2021,691.6673120220987,840.599392864549,553.6534933425593
1,Deaths,143,Iraq,3,Both,22,All ages,294,All causes,1,Number,2021,232700.9953843807,269516.28085297754,194226.5426552962
1,Deaths,143,Iraq,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,143,Iraq,3,Both,22,All ages,294,All causes,3,Rate,2021,564.4748512993157,653.7795951664441,471.14537951429577
1,Deaths,175,Burundi,3,Both,22,All ages,294,All causes,1,Number,2021,97346.306250172,112032.05626232937,84690.54243332727
1,Deaths,175,Burundi,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,175,Burundi,3,Both,22,All ages,294,All causes,3,Rate,2021,736.339925295503,847.4248188411299,640.610107263126
1,Deaths,62,Russian Federation,3,Both,22,All ages,294,All causes,1,Number,2021,2414291.076385701,2419657.890131962,2408660.1082098433
1,Deaths,62,Russian Federation,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,62,Russian Federation,3,Both,22,All ages,294,All causes,3,Rate,2021,1666.7083849600783,1670.4133704769035,1662.8210401548286
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,1,Number,2021,541.9676713557836,610.2311082094183,473.28642404784034
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,3,Rate,2021,924.1452576104072,1040.5458009835197,807.0322777390735
1,Deaths,176,Comoros,3,Both,22,All ages,294,All causes,1,Number,2021,5858.852973465219,6802.867694559524,5073.97796247007
1,Deaths,176,Comoros,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,176,Comoros,3,Both,22,All ages,294,All causes,3,Rate,2021,787.0844285371072,913.904352274444,681.6434996897672
1,Deaths,77,Cyprus,3,Both,22,All ages,294,All causes,1,Number,2021,9226.534665801895,10076.365762131454,8419.595241806679
1,Deaths,77,Cyprus,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,77,Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2021,679.5329297921434,742.1228658444892,620.101959139133
1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,1,Number,2021,4553.548210006497,5655.38967771731,3739.6556980907494
1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,3,Rate,2021,666.1477415366471,827.3383496944863,547.0817662440551
1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,1,Number,2021,69738.7503819557,70776.22688373533,68755.52335543584
1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,3,Rate,2021,781.5782003288755,793.2054378790658,770.5589491135435
1,Deaths,110,Dominica,3,Both,22,All ages,294,All causes,1,Number,2021,770.538042315415,956.769897599408,642.3945088352062
1,Deaths,110,Dominica,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,110,Dominica,3,Both,22,All ages,294,All causes,3,Rate,2021,1148.7391731765083,1426.3787129651082,957.699291153766
